10.0,5799.0,83,Michael Schachner,Spain
12.0,5812.0,84,Roger Voss,Portugal
24.0,5825.0,84,Roger Voss,France
28.0,5838.0,88,Virginie Boone,US
15.0,5851.0,88,Roger Voss,Portugal
27.0,5864.0,88,Virginie Boone,US
24.0,5877.0,88,Virginie Boone,US
12.0,5890.0,87,Anna Lee C. Iijima,Germany
13.0,5903.0,81,Michael Schachner,Argentina
32.0,5916.0,88,Virginie Boone,US
25.0,5929.0,88,Sean P. Sullivan,US
33.0,5942.0,88,Roger Voss,France
10.0,5955.0,84,Roger Voss,France
27.0,5968.0,87,Roger Voss,France
20.0,5981.0,87,Kerin O’Keefe,Italy
32.0,5994.0,87,Roger Voss,France
26.0,6007.0,90,Roger Voss,Portugal
22.0,6020.0,90,Kerin O’Keefe,Italy
26.0,6033.0,89,,US
39.0,6046.0,88,,US
25.0,6059.0,89,Anna Lee C. Iijima,US
23.0,6072.0,89,Virginie Boone,US
15.0,6085.0,89,Mike DeSimone,Israel
35.0,6098.0,87,Kerin O’Keefe,Italy
20.0,6501.0,82,Roger Voss,Portugal
36.0,6527.0,83,,US
12.0,6540.0,85,Jim Gordon,US
16.0,6553.0,85,Michael Schachner,Chile
12.0,6566.0,85,Joe Czerwinski,New Zealand
75.0,6579.0,94,,US
11.0,6605.0,86,Michael Schachner,Chile
24.0,6618.0,88,,US
33.0,6631.0,88,,Italy
40.0,6644.0,90,,US
25.0,6657.0,90,,US
60.0,6670.0,93,Matt Kettmann,US
105.0,6683.0,93,Kerin O’Keefe,Italy
53.0,6696.0,91,Kerin O’Keefe,Italy
60.0,6709.0,91,Michael Schachner,Chile
35.0,6722.0,91,Virginie Boone,US
12.0,6748.0,89,Virginie Boone,US
34.0,6787.0,89,Michael Schachner,Spain
25.0,6800.0,89,Virginie Boone,US
60.0,6839.0,91,Roger Voss,France
33.0,6852.0,91,,US
15.0,6865.0,89,Michael Schachner,Argentina
22.0,6878.0,89,Paul Gregutt,US
40.0,6891.0,87,Paul Gregutt,US
15.0,6904.0,87,Michael Schachner,Argentina
29.0,6917.0,93,Kerin O’Keefe,Italy
50.0,6930.0,93,Paul Gregutt,US
40.0,6943.0,89,Roger Voss,France
43.0,6956.0,89,Joe Czerwinski,Germany
23.0,6969.0,86,Michael Schachner,Uruguay
20.0,6982.0,86,,Australia
25.0,6995.0,89,Michael Schachner,Chile
34.0,7008.0,89,Jim Gordon,US
48.0,7021.0,92,,France
14.0,7047.0,84,Michael Schachner,Argentina
13.0,7060.0,84,Roger Voss,Portugal
20.0,7073.0,83,,US
27.0,7086.0,82,,US
14.0,7099.0,87,Michael Schachner,Spain
17.0,7112.0,87,Matt Kettmann,US
49.0,7125.0,87,Paul Gregutt,Canada
18.0,7138.0,88,Paul Gregutt,US
25.0,7151.0,84,,US
25.0,7164.0,90,Michael Schachner,Argentina
35.0,7177.0,90,Lauren Buzzeo,South Africa
70.0,7190.0,90,,US
42.0,7203.0,90,Michael Schachner,Argentina
28.0,7216.0,90,Matt Kettmann,US
18.0,7242.0,87,Roger Voss,France
20.0,7255.0,89,Michael Schachner,Chile
32.0,7268.0,89,Jim Gordon,US
45.0,7294.0,90,Matt Kettmann,US
10.0,7307.0,90,Roger Voss,France
20.0,7320.0,82,Susan Kostrzewa,US
10.0,7333.0,80,,US
9.0,7346.0,88,Michael Schachner,Spain
30.0,7359.0,88,Paul Gregutt,US
65.0,7372.0,92,,US
45.0,7385.0,92,Roger Voss,France
30.0,7398.0,87,,US
35.0,7801.0,92,Paul Gregutt,Canada
12.0,7814.0,87,,US
10.0,7827.0,87,Paul Gregutt,US
7.0,7840.0,87,Paul Gregutt,US
58.0,7853.0,94,Matt Kettmann,US
90.0,7866.0,94,Michael Schachner,Argentina
58.0,7879.0,94,Matt Kettmann,US
24.0,7892.0,84,,US
17.0,7905.0,84,,US
21.0,7918.0,90,Joe Czerwinski,Australia
13.0,7931.0,90,Roger Voss,Portugal
25.0,7944.0,88,Roger Voss,France
14.0,7957.0,86,Anna Lee C. Iijima,US
20.0,7970.0,86,Roger Voss,France
15.0,7983.0,85,Sean P. Sullivan,US
34.0,7996.0,87,,US
23.0,8009.0,87,,US
38.0,8022.0,86,,US
22.0,8035.0,86,Paul Gregutt,US
10.0,8048.0,86,Michael Schachner,Spain
19.0,8061.0,86,Anna Lee C. Iijima,US
33.0,8074.0,91,Roger Voss,Portugal
64.0,8087.0,91,Virginie Boone,US
35.0,8100.0,93,Joe Czerwinski,New Zealand
92.0,8113.0,93,Kerin O’Keefe,Italy
14.0,8139.0,87,Michael Schachner,Spain
35.0,8152.0,87,Roger Voss,France
15.0,8165.0,87,Michael Schachner,Chile
22.0,8178.0,87,Jeff Jenssen,Bulgaria
36.0,8191.0,91,,US
35.0,8204.0,91,Roger Voss,France
70.0,8230.0,92,Sean P. Sullivan,Canada
19.0,8243.0,89,Lauren Buzzeo,South Africa
22.0,8256.0,89,Kerin O’Keefe,Italy
17.0,8269.0,88,,Italy
18.0,8282.0,88,Virginie Boone,US
100.0,8295.0,92,Virginie Boone,US
36.0,8308.0,92,Sean P. Sullivan,US
18.0,8321.0,87,Sean P. Sullivan,US
26.0,8334.0,87,Paul Gregutt,US
28.0,8347.0,87,Roger Voss,France
20.0,8360.0,87,Kerin O’Keefe,Italy
12.0,8373.0,87,Kerin O’Keefe,Italy
48.0,8386.0,92,Paul Gregutt,US
55.0,8399.0,92,Paul Gregutt,US
18.0,8412.0,85,Joe Czerwinski,New Zealand
13.0,8425.0,85,Jim Gordon,US
39.0,8438.0,92,,US
44.0,8451.0,92,,US
36.0,8464.0,92,Joe Czerwinski,France
40.0,8477.0,88,,US
28.0,8490.0,86,,US
49.0,8503.0,86,,US
12.0,8516.0,86,Michael Schachner,Spain
20.0,8529.0,87,Roger Voss,France
15.0,8542.0,87,Michael Schachner,Chile
42.0,8555.0,93,Anne Krebiehl MW,Austria
38.0,8568.0,93,Virginie Boone,US
26.0,8581.0,89,Roger Voss,Portugal
15.0,8607.0,86,Roger Voss,Portugal
48.0,8620.0,86,Virginie Boone,US
14.0,8633.0,86,Jim Gordon,US
62.0,8646.0,89,Paul Gregutt,US
30.0,8659.0,88,Kerin O’Keefe,Italy
24.0,8672.0,88,Roger Voss,France
25.0,8685.0,88,Anne Krebiehl MW,Austria
15.0,9101.0,88,Susan Kostrzewa,South Africa
48.0,9114.0,90,Virginie Boone,US
24.0,9127.0,90,Roger Voss,Portugal
9.0,9140.0,83,Anna Lee C. Iijima,Bulgaria
11.0,9153.0,83,,US
55.0,9166.0,92,Kerin O’Keefe,Italy
40.0,9179.0,92,Matt Kettmann,US
14.0,9192.0,86,Michael Schachner,Spain
11.0,9205.0,86,Michael Schachner,Chile
30.0,9218.0,87,,US
19.0,9231.0,87,,US
42.0,9244.0,91,Kerin O’Keefe,Italy
60.0,9257.0,91,Matt Kettmann,US
18.0,9270.0,86,Matt Kettmann,US
8.0,9283.0,86,Roger Voss,Portugal
78.0,9296.0,92,Matt Kettmann,US
85.0,9309.0,92,Michael Schachner,Chile
30.0,9322.0,89,Michael Schachner,Spain
27.0,9335.0,89,Kerin O’Keefe,Italy
60.0,9348.0,89,Jim Gordon,US
15.0,9361.0,84,Michael Schachner,Spain
25.0,9374.0,83,,US
65.0,9387.0,93,Virginie Boone,US
32.0,9400.0,93,Anne Krebiehl MW,Austria
9.0,9413.0,83,Michael Schachner,Argentina
15.0,9426.0,82,Virginie Boone,US
45.0,9439.0,92,Roger Voss,France
28.0,9452.0,92,Matt Kettmann,US
15.0,9465.0,87,Roger Voss,Austria
20.0,9478.0,87,Susan Kostrzewa,US
18.0,9491.0,87,Joe Czerwinski,New Zealand
7.0,9504.0,87,Anna Lee C. Iijima,Romania
60.0,9517.0,92,Michael Schachner,Spain
119.0,9530.0,92,Roger Voss,France
70.0,9543.0,94,Virginie Boone,US
48.0,9556.0,93,Matt Kettmann,US
20.0,9569.0,86,Virginie Boone,US
55.0,9582.0,86,Roger Voss,Portugal
26.0,9595.0,85,Sean P. Sullivan,US
85.0,9608.0,93,Paul Gregutt,US
13.0,9621.0,85,Roger Voss,France
25.0,9634.0,85,Matt Kettmann,US
24.0,9647.0,85,Sean P. Sullivan,US
32.0,9660.0,90,Paul Gregutt,US
20.0,9673.0,90,Mike DeSimone,Israel
15.0,9686.0,86,Michael Schachner,Argentina
10.0,9699.0,86,Michael Schachner,Spain
47.0,9712.0,90,Virginie Boone,US
30.0,9725.0,90,Virginie Boone,US
19.0,9738.0,89,Michael Schachner,Argentina
58.0,9751.0,89,Michael Schachner,Argentina
28.0,9777.0,92,Joe Czerwinski,Germany
112.0,9790.0,92,Michael Schachner,Argentina
39.0,9803.0,93,Roger Voss,France
39.0,9816.0,93,Kerin O’Keefe,Italy
39.0,9829.0,89,Susan Kostrzewa,Hungary
13.0,9842.0,86,Roger Voss,France
22.0,9855.0,86,Roger Voss,France
32.0,9881.0,88,Virginie Boone,US
15.0,9894.0,88,Joe Czerwinski,France
25.0,9907.0,95,Anne Krebiehl MW,France
150.0,9920.0,95,Roger Voss,France
19.0,9933.0,90,Joe Czerwinski,Germany
18.0,9946.0,89,,US
29.0,9972.0,87,Kerin O’Keefe,Italy
26.0,9985.0,89,Joe Czerwinski,Australia
75.0,9998.0,91,,US
70.0,10401.0,91,Michael Schachner,Spain
36.0,10414.0,91,Matt Kettmann,US
19.0,10427.0,91,Kerin O’Keefe,Italy
13.0,10440.0,85,Michael Schachner,Argentina
15.0,10453.0,85,Michael Schachner,Argentina
85.0,10466.0,90,Joe Czerwinski,France
12.0,10479.0,90,Roger Voss,Portugal
13.0,10492.0,88,,US
18.0,10505.0,88,,US
35.0,10518.0,88,,US
14.0,10531.0,90,Roger Voss,France
14.0,10544.0,90,Anna Lee C. Iijima,Germany
12.0,10557.0,84,Jim Gordon,US
8.0,10570.0,84,Roger Voss,Portugal
19.0,10583.0,84,Jim Gordon,US
35.0,10596.0,87,Paul Gregutt,US
29.0,10609.0,91,Roger Voss,France
42.0,10622.0,91,Sean P. Sullivan,US
15.0,10635.0,87,,Italy
30.0,10648.0,87,Paul Gregutt,US
10.0,10661.0,84,Roger Voss,France
17.0,10674.0,84,,US
14.0,10687.0,84,Roger Voss,France
9.0,10700.0,84,Michael Schachner,Spain
28.0,10713.0,92,Virginie Boone,US
78.0,10726.0,92,Anne Krebiehl MW,Austria
35.0,10739.0,91,Paul Gregutt,Canada
49.0,10752.0,94,Roger Voss,Portugal
55.0,10765.0,94,,US
67.0,10778.0,90,Kerin O’Keefe,Italy
20.0,10791.0,90,Roger Voss,France
20.0,10804.0,85,Anna Lee C. Iijima,US
14.0,10817.0,85,Roger Voss,France
47.0,10830.0,90,,France
48.0,10843.0,90,,France
88.0,10856.0,91,Kerin O’Keefe,Italy
56.0,10869.0,91,,US
20.0,10882.0,90,Paul Gregutt,Canada
20.0,10895.0,90,Virginie Boone,US
75.0,10908.0,93,Kerin O’Keefe,Italy
58.0,10921.0,93,Matt Kettmann,US
33.0,10934.0,93,Matt Kettmann,US
40.0,10947.0,86,Roger Voss,Portugal
28.0,10960.0,86,Virginie Boone,US
47.0,10973.0,90,,Italy
50.0,10986.0,90,Kerin O’Keefe,Italy
20.0,10999.0,90,Paul Gregutt,US
16.0,11012.0,90,Roger Voss,Portugal
23.0,11038.0,86,,US
60.0,11051.0,89,Kerin O’Keefe,Italy
22.0,11064.0,89,Jim Gordon,US
14.0,11077.0,82,Joe Czerwinski,France
87.0,11090.0,93,,Chile
25.0,11103.0,91,,US
12.0,11116.0,87,Jim Gordon,US
25.0,11129.0,87,Roger Voss,France
15.0,11142.0,89,Anna Lee C. Iijima,US
23.0,11155.0,89,Anna Lee C. Iijima,Germany
36.0,11168.0,84,,US
45.0,11181.0,84,,US
170.0,11194.0,95,Roger Voss,France
45.0,11207.0,94,Matt Kettmann,US
40.0,11233.0,88,Sean P. Sullivan,US
15.0,11246.0,88,Lauren Buzzeo,Israel
17.0,11259.0,88,Roger Voss,France
39.0,11272.0,86,Virginie Boone,US
8.0,11285.0,86,Roger Voss,Portugal
55.0,11298.0,87,Kerin O’Keefe,Italy
11.0,11701.0,86,Michael Schachner,Chile
25.0,11714.0,90,Anne Krebiehl MW,Austria
40.0,11727.0,90,Virginie Boone,US
16.0,11740.0,89,Michael Schachner,Spain
25.0,11753.0,89,Paul Gregutt,US
16.0,11766.0,84,,US
25.0,11779.0,84,,US
14.0,11792.0,87,Anna Lee C. Iijima,US
15.0,11805.0,86,Roger Voss,France
35.0,11818.0,88,Sean P. Sullivan,US
85.0,11831.0,88,Joe Czerwinski,Australia
18.0,11844.0,88,Sean P. Sullivan,US
13.0,11857.0,84,Joe Czerwinski,Australia
49.0,11870.0,90,Roger Voss,France
23.0,11883.0,90,Kerin O’Keefe,Italy
58.0,11896.0,90,Virginie Boone,US
32.0,11909.0,92,Michael Schachner,Spain
50.0,11922.0,92,Virginie Boone,US
12.0,11935.0,85,Roger Voss,France
19.0,11948.0,85,Michael Schachner,Spain
20.0,11961.0,91,Roger Voss,Portugal
11.0,11974.0,85,Roger Voss,Portugal
35.0,11987.0,85,Virginie Boone,US
30.0,12000.0,92,,US
22.0,12013.0,92,,US
20.0,12026.0,92,,US
48.0,12039.0,90,Virginie Boone,US
10.0,12052.0,83,Virginie Boone,US
8.0,12065.0,82,,US
8.0,12078.0,82,,US
9.0,12091.0,86,Anna Lee C. Iijima,Bulgaria
24.0,12104.0,86,,US
25.0,12117.0,90,Kerin O’Keefe,Italy
14.0,12130.0,90,Roger Voss,Portugal
65.0,12143.0,91,Virginie Boone,US
32.0,12156.0,91,Roger Voss,France
13.0,12182.0,84,Michael Schachner,Chile
20.0,12195.0,84,,US
15.0,12208.0,86,Roger Voss,France
25.0,12221.0,86,Virginie Boone,US
11.0,12247.0,90,Michael Schachner,Italy
28.0,12260.0,92,Paul Gregutt,US
17.0,12273.0,90,,South Africa
67.0,12286.0,94,Roger Voss,France
18.0,12312.0,87,Joe Czerwinski,New Zealand
25.0,12325.0,87,Paul Gregutt,US
27.0,12338.0,88,Jeff Jenssen,Croatia
24.0,12351.0,88,Virginie Boone,US
7.0,12364.0,85,Jim Gordon,US
16.0,12377.0,85,Roger Voss,France
13.0,12390.0,87,,US
16.0,12403.0,87,Kerin O’Keefe,Italy
46.0,12416.0,88,,Australia
45.0,12429.0,87,,US
27.0,12455.0,84,,Italy
20.0,12468.0,84,,US
11.0,12481.0,86,Roger Voss,France
13.0,12494.0,86,,US
13.0,12507.0,86,,US
13.0,12520.0,86,Michael Schachner,Spain
20.0,12533.0,88,Roger Voss,Portugal
10.0,12559.0,87,Kerin O’Keefe,Italy
10.0,12572.0,87,Sean P. Sullivan,US
19.0,12585.0,87,Kerin O’Keefe,Italy
20.0,12598.0,86,,US
39.0,13001.0,82,,US
28.0,13014.0,82,Paul Gregutt,US
47.0,13027.0,92,Paul Gregutt,US
48.0,13040.0,91,,US
28.0,13053.0,90,Paul Gregutt,US
26.0,13066.0,90,Matt Kettmann,US
28.0,13079.0,85,,US
15.0,13092.0,85,Michael Schachner,Spain
30.0,13105.0,89,Paul Gregutt,US
15.0,13118.0,89,Jim Gordon,US
28.0,13131.0,89,Virginie Boone,US
20.0,13144.0,84,,US
